label,sms,char_count,word_count,has_number,has_currency,exclamation_count,processed_sms,label_num
ham,Except theres a chick with huge boobs.,38,7,0,0,0,except there chick huge boob,0
ham,Networking technical support associate.,39,4,0,0,0,network technic support associ,0
ham,No. Did you multimedia message them or e-mail?,46,8,0,0,0,multimedia messag email,0
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",134,28,0,0,0,actual mobil full msg work onlin need send ltgt sent msg wil explain u later,0
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",129,29,0,0,0,hello boytoy geeee miss alreadi woke wish bed cuddl love,0
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save £s with Free texts/weekend calls. Text YES for a callback orno to opt out,157,28,1,1,0,mobil mth updat latest orang cameravideo phone free save free textsweekend call text ye callback orno opt,1
ham,Not from this campus. Are you in the library?,45,9,0,0,0,campu librari,0
ham,So do you have samus shoulders yet,34,7,0,0,0,samu shoulder yet,0
ham,Lol alright i was thinkin that too haha,39,8,0,0,0,lol alright thinkin haha,0
ham,Long beach lor. Expected... U having dinner now?,48,8,0,0,0,long beach lor expect u dinner,0
ham,But you were together so you should be thinkin about him,56,11,0,0,0,togeth thinkin,0
ham,But we havent got da topic yet rite?,36,8,0,0,0,havent got da topic yet rite,0
ham,K..k...from tomorrow onwards started ah?,40,5,0,0,0,kkfrom tomorrow onward start ah,0
ham,Nothing. Can...,15,2,0,0,0,noth,0
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,162,28,0,0,0,macha dont feel upseti assum mindsetbeliev one even wonder plan uslet life begin againcal anytim,0
ham,Does uncle timi help in clearing cars,37,7,0,0,0,uncl timi help clear car,0
ham,Think + da. You wil do.,23,6,0,0,0,think da wil,0
ham,Hey... Very inconvenient for your sis a not huh?,48,9,0,0,0,hey inconveni si huh,0
ham,Much better now thanks lol,26,5,0,0,0,much better thank lol,0
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,83,15,0,0,0,alright thank advic enjoy night ima tri get sleep,0
ham,Come by our room at some point so we can iron out the plan for this weekend,75,17,0,0,0,come room point iron plan weekend,0
ham,For my family happiness..,25,4,0,0,0,famili happi,0
ham,Indeed and by the way it was either or - not both !,51,13,0,0,1,inde way either,0
ham,K.then any other special?,25,4,0,0,0,kthen special,0
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",119,19,1,0,1,cha quiteamuz thatscool babeprobpop cu satthen hunni brekki love jen xxx psxtra lrg portion pleas,0
ham,Do you want bold 2 or bb torch,30,8,1,0,0,want bold bb torch,0
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",78,16,0,0,0,oh realli perform write paper go movi home midnight huh,0
ham,Dont show yourself. How far. Put new pictures up on facebook.,61,11,0,0,0,dont show far put new pictur facebook,0
ham,Haven't left yet so probably gonna be here til dinner,53,10,0,0,0,havent left yet probabl gonna til dinner,0
ham,I love your ass! Do you enjoy doggy style? :),45,10,0,0,1,love ass enjoy doggi style,0
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,88,18,0,0,0,stop stori ive told ive return he say order,0
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",83,15,0,0,0,im smoke peopl use wyli smoke much justifi ruin shit,0
ham,"Call me da, i am waiting for your call.",39,9,0,0,0,call da wait call,0
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee,61,14,0,0,0,hey late im amk need drink tea coffe,0
ham,Well if I'm that desperate I'll just call armand again,54,10,0,0,0,well im desper ill call armand,0
ham,Going on nothing great.bye,26,4,0,0,0,go noth greatby,0
ham,Thanks chikku..:-) gud nyt:-*,29,4,0,0,0,thank chikku gud nyt,0
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",150,28,1,0,0,hey kate hope ur ok give u buz wedlunch go outsomewher adrink towncud go watershd bit ppl fromwrk bthere love petexxx,0
ham,yes baby! I need to stretch open your pussy!,44,9,0,0,2,ye babi need stretch open pussi,0
ham,No let me do the math. Your not good at it.,43,11,0,0,0,let math good,0
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,127,25,1,0,2,im fine babe aint much tho saw scari movi yest quit funni want mrw afternoon town mall sumthinxx,0
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,155,30,1,0,0,might come kerala daysso prepar take leav finalis dont plan travel visitne finish urgent work,0
ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,154,31,0,0,0,lol gonna last month cash left ltgt case collect week caus announc blog,0
ham,Ok... C ya...,13,3,0,0,0,ok c ya,0
ham,Ü predict wat time ü'll finish buying?,38,7,0,0,0,predict wat time finish buy,0
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,175,34,0,0,2,train back northampton im afraid im stay skyve today ho ho around wednesday though fanci comedi club week way,0
ham,But you dint in touch with me.,30,7,0,0,0,dint touch,0
ham,Ok then i will come to ur home after half an hour,49,12,0,0,0,ok come ur home half hour,0
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",148,23,1,1,1,urgent call landlin complimentari tenerif holiday cash await collect sae tc box hp yf ppm,1
ham,"Yes..but they said its IT.,",27,5,0,0,0,yesbut said,0
ham,Oh all have to come ah?,23,6,0,0,0,oh come ah,0
ham,Oh you got many responsibilities.,33,5,0,0,0,oh got mani respons,0
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,169,35,0,0,0,im turn phone mom tell everyon cancer sister wont stop call hurt talk cant put see u u get home love u,0
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",152,21,0,0,0,dearshal mail tonitebusi streetshal updat toniteth look okvarunnathu edukkukaye raksha ollubut good one real sens,0
ham,My drive can only be read. I need to write,42,10,0,0,0,drive read need write,0
ham,Yeah my usual guy's out of town but there're definitely people around I know,76,14,0,0,0,yeah usual guy town therer definit peopl around know,0
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",146,23,1,1,0,free messag activ free text messag repli messag word free term condit visit wwwcom,1
ham,K.k:)apo k.good movie.,22,3,0,0,0,kkapo kgood movi,0
ham,U can call now...,17,4,0,0,0,u call,0
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,161,30,1,0,5,stayin troubl strangersaw dave day he sort nowstil bloke u gona get girl mrur mum still think get getha,0
ham,Nope i waiting in sch 4 daddy... ,33,7,1,0,0,nope wait sch daddi,0
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,76,18,1,0,0,ard like dat lor juz meet mrt station dun haf come,0
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,150,28,1,1,0,nokia get win free auction take part send nokia hgsuiteland rowwjhl,1
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,142,25,0,0,0,hi engag fixd ltgt th next month know realli shock bthmm njan vilikkamt ws al sudn,0
ham,"Omw back to tampa from west palm, you hear what happened?",57,11,0,0,0,omw back tampa west palm hear happen,0
ham,At home also.,13,3,0,0,0,home also,0
ham,Ok lor wat time ü finish?,25,6,0,0,0,ok lor wat time finish,0
ham,Did u download the fring app?,29,6,0,0,0,u download fring app,0
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,126,21,1,1,0,uve bin award play instant cash call claim everi th player win min optout,1
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.,91,18,0,0,0,dai download exe file run exe instal,0
ham,Or just do that 6times,22,5,1,0,0,time,0
ham,Wish i were with you now!,25,6,0,0,1,wish,0
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,95,20,1,0,4,thanx day u r goodmat think ur rite sari asusu u cheer love u franyxxxxx,0
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,115,25,1,0,0,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf studi,0
ham,Oh did you charge camera,24,5,0,0,0,oh charg camera,0
ham,I accidentally brought em home in the box,41,8,0,0,0,accident brought em home box,0
ham,I dont know oh. Hopefully this month.,37,7,0,0,0,dont know oh hope month,0
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,118,16,1,0,0,hope enjoy new content text stop unsubscrib helpp provid tonesyoucouk,1
ham,Why did I wake up on my own &gt;:(,34,9,0,0,0,wake gt,0
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",151,27,1,0,0,bear pic nick tom pete dick fact type tri gay chat photo upload call pmin stop text call,1
ham,Yar lor... How u noe? U used dat route too?,43,10,0,0,0,yar lor u noe u use dat rout,0
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,45,7,0,0,0,pleassssssseeeee tel v avent done sportsx,0
ham,Hi' Test on  &lt;#&gt; rd ....,30,6,0,0,0,hi test ltgt rd,0
ham,"Sir, i am waiting for your call.",32,7,0,0,0,sir wait call,0
ham,Please leave this topic..sorry for telling that..,49,7,0,0,0,pleas leav topicsorri tell,0
ham,And miss vday the parachute and double coins??? U must not know me very well...,79,15,0,0,0,miss vday parachut doubl coin u must know well,0
spam,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,153,26,1,1,0,clair havin borin time alon u wanna cum nite chat hope c u luv clair xx callsminmoremobsemspoboxpowa,1
ham,Hmmm:)how many players selected?,32,4,0,0,0,hmmmhow mani player select,0
ham,Gud ni8.swt drms.take care,26,4,1,0,0,gud niswt drmstake care,0
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,73,18,0,0,0,u find time bu coz need sort stuff,0
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",154,32,1,0,0,ok later show around want cld drink wld prefer spend money nosh dont mind nxt wk,0
ham,Lol great now im getting hungry.,32,6,0,0,0,lol great im get hungri,0
ham,Hi Harish's rent has been transfred to ur Acnt.,47,9,0,0,0,hi harish rent transfr ur acnt,0
ham,"K I'm ready,  &lt;#&gt; ?",25,5,0,0,0,k im readi ltgt,0
ham,Nope... Think i will go for it on monday... Sorry i replied so late,67,14,0,0,0,nope think go monday sorri repli late,0
ham,Hi where you. You in home or calicut?,37,8,0,0,0,hi home calicut,0
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",71,16,0,0,1,oop mum somerset bit far back tomo see soon x,0
ham,I wont do anything de.,22,5,0,0,0,wont anyth de,0
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",276,56,0,0,0,sir good morn hope good weekend call let know abl rais ltgt dad howev said would make rest avail mid feb amount still quit short hope would help good day abiola,0
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,92,18,1,0,0,think chuckin ur red green n black trainner save carryin bac train,0
ham,Then anything special?,22,3,0,0,0,anyth special,0
ham,Jus ans me lar. U'll noe later.,31,7,0,0,0,ju an lar ull noe later,0
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,163,23,1,0,2,enjoy jamster videosound gold club credit new videosound logosmusicnew get fun jamstercouk help call,1
ham,"As in missionary hook up, doggy hook up, standing...|",53,9,0,0,0,missionari hook doggi hook stand,0
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80,21,1,0,0,hi move pub would great c u u cud come,0
ham,Still work going on:)it is very small house.,44,8,0,0,0,still work go onit small hous,0
ham,U still going to the mall?,26,6,0,0,0,u still go mall,0
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",73,14,0,0,0,wish famili merri x ma happi new year advanc,0
ham,Hello madam how are you ?,25,6,0,0,0,hello madam,0
ham,Ryder unsold.now gibbs.,23,3,0,0,0,ryder unsoldnow gibb,0
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,66,13,0,0,0,want sent ltgt mesag today that sorri hurt,0
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,63,13,0,0,0,say like dat dun buy ericsson oso cannot oredi lar,0
ham,Understand. his loss is my gain :) so do you work? School?,58,12,0,0,0,understand loss gain work school,0
ham,Did he just say somebody is named tampa,39,8,0,0,0,say somebodi name tampa,0
ham,Don know..he is watching film in computer..,43,7,0,0,0,knowh watch film comput,0
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,64,14,1,0,0,hamster dead hey tmr meet pm orchard mrt,0
ham,Hey i will be late ah... Meet you at 945+,41,10,1,0,0,hey late ah meet,0
ham,S...i will take mokka players only:),36,6,0,0,0,si take mokka player,0
ham,Huh y lei...,12,3,0,0,0,huh lei,0
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,72,10,1,0,0,uniqu enough find th august wwwareyouuniquecouk,1
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",157,26,1,1,0,free top polyphon tone call nation rate get toppoli tune sent everi week text subpoli per pole unsub,1
spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,74,14,1,1,0,free text messag valid decemb,1
ham,She's good. How are you. Where r u working now,46,10,0,0,0,she good r u work,0
ham,Will ü b going to esplanade fr home?,36,8,0,0,0,b go esplanad fr home,0
ham,Nt yet chikku..simple habba..hw abt u?,38,6,0,0,0,nt yet chikkusimpl habbahw abt u,0
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",159,24,1,1,0,u win music gift voucher everi week start txt word draw tsc wwwidewcom skillgam winaweek age ppermesssubscript,1
ham,Ya very nice. . .be ready on thursday,37,8,0,0,0,ya nice readi thursday,0
ham,Ok anyway no need to change with what you said,46,10,0,0,0,ok anyway need chang said,0
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",109,16,0,0,1,helloooo wake sweet morn welcom enjoy day full joy gud mrng,0
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,139,21,0,0,6,talk atleast day otherwis miss best friend world shakespear shesil ltgt,0
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,90,19,0,0,1,text finish long time ago shower eryth,0
ham,I've not sent it. He can send me.,33,8,0,0,0,ive sent send,0
ham,Anything lor. Juz both of us lor.,33,7,0,0,0,anyth lor juz us lor,0
ham,"Thank you. And by the way, I just lost.",39,9,0,0,0,thank way lost,0
ham,Then why no one talking to me,29,7,0,0,0,one talk,0
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,72,15,1,0,0,aiyar dun disturb u liao thk u lot aft ur cupboard come,0
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103,22,1,0,0,zoe hit im fuck shitin il defo tri hardest cum morow luv u million lekdog,0
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,49,1,1,0,0,staffsciencenusedusgphyhcmkteachingpc,0
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,156,27,1,1,0,today voda number end select receiv award match pleas call quot claim code standard rate app,1
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,152,36,0,0,0,freez home yet rememb kiss mom morn love think miss yet,0
ham,Those ducking chinchillas,25,3,0,0,0,duck chinchilla,0
ham,LOL that would be awesome payback.,34,6,0,0,0,lol would awesom payback,0
ham,Guess who spent all last night phasing in and out of the fourth dimension,73,14,0,0,0,guess spent last night phase fourth dimens,0
ham,What pa tell me.. I went to bath:-),35,8,0,0,0,pa tell went bath,0
ham,There are no other charges after transfer charges and you can withdraw anyhow you like,86,15,0,0,0,charg transfer charg withdraw anyhow like,0
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,86,20,0,0,0,im read text sent meant joke read light,0
ham,You still at the game?,22,5,0,0,0,still game,0
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",67,12,0,0,0,got arrest possess shit lttimegt pm,0
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,114,22,0,0,0,say ltgt year old man money im last ltgt still wait check,0
ham,You bad girl. I can still remember them,39,8,0,0,0,bad girl still rememb,0
ham,I am in a marriage function,27,6,0,0,0,marriag function,0
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,92,19,0,0,3,love daddi make scream pleasur go slap ass dick,0
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",158,29,1,1,0,free rington wait collect simpli text password mix verifi get usher britney fml po box mk h ppw,1
ham,Mmmm.... I cant wait to lick it!,32,7,0,0,1,mmmm cant wait lick,0
ham,Dunno he jus say go lido. Same time 930.,40,9,1,0,0,dunno ju say go lido time,0
ham,Have a nice day my dear.,24,6,0,0,0,nice day dear,0
ham,Now project pa. After that only i can come.,43,9,0,0,0,project pa come,0
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),116,23,0,0,1,hiya u like hlday pic look horribl took mo how camp amrca thing speak soon serena,0
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,237,40,0,0,0,youv alreadi got flaki parent itsnot suppos child job support parentnot theyr ride age anyway im suppos support ive hurt unintent hurt nonetheless,0
ham,Yes. Rent is very expensive so its the way we save.,51,11,0,0,0,ye rent expens way save,0
ham,Ok,2,1,0,0,0,ok,0
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,152,24,1,1,0,free camera phone linerent month cross ntwk min price txt bundl deal also avbl call calloptoutj mf,1
ham,Sorry i missed your call. Can you please call back.,51,10,0,0,0,sorri miss call pleas call back,0
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,162,37,0,0,0,cant keep talk peopl sure pay agre price pl tell want realli buy much will pay,0
ham,I meant middle left or right?,29,6,0,0,0,meant middl left right,0
ham,Genius what's up. How your brother. Pls send his number to my skype.,68,13,0,0,0,geniu what brother pl send number skype,0
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",153,32,0,0,1,hey sexi bun told ador loverboy hope rememb thank sister law meatbal grin love babe,0
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",128,22,0,0,0,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt,0
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,153,20,1,0,2,rtking pro video club need help inforingtonekingcouk call must club credit redeem wwwringtonekingcouk enjoy,1
ham,O i played smash bros  &lt;#&gt;  religiously.,46,7,0,0,0,play smash bro ltgt religi,0
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,101,18,0,0,0,wish beauti day moment reveal even thing keep smile enjoy,0
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,86,17,0,0,0,agre stop thinkin ipad pleas ask macho question,0
ham,Oh :-)only 4 outside players allowed to play know,49,9,1,0,0,oh outsid player allow play know,0
ham,Maybe you should find something else to do instead???,53,9,0,0,0,mayb find someth els instead,0
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",102,19,0,0,0,feel like dick keep sleep text facebook messag sup town,0
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,83,18,1,0,0,thk gotta go home urself co ill b go shop fren present,0
ham,Ok. She'll be ok. I guess,25,6,0,0,0,ok shell ok guess,0
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,110,25,1,0,0,alex know guy sell mid he south tampa dont think could set like,0
ham,Oooh I got plenty of those!,27,6,0,0,1,oooh got plenti,0
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",95,18,0,0,0,call youcarlo isar phone vibrat act might hear text,0
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,84,16,0,0,0,haha dont angri take practic real thing,0
ham,Speak only when you feel your words are better than the silence... Gud mrng:-),78,14,0,0,0,speak feel word better silenc gud mrng,0
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",101,23,0,0,0,hello yeah ive got bath need hair ill come im done yeah,0
ham,No plm i will come da. On the way.,34,9,0,0,0,plm come da way,0
ham,How is your schedule next week? I am out of town this weekend.,62,13,0,0,0,schedul next week town weekend,0
ham,Why de. You looking good only:-)..,34,6,0,0,0,de look good,0
ham,Can you say what happen,23,5,0,0,0,say happen,0
ham,S....s...india going to draw the series after many years in south african soil..,80,13,0,0,0,ssindia go draw seri mani year south african soil,0
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,57,13,1,0,0,oh yeah forgot u take shop,0
ham,I dont know exactly could you ask chechi.,41,8,0,0,0,dont know exactli could ask chechi,0
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,74,14,1,0,0,sorri sent blank msg yup tri seriou studi,0
ham,"Yup. Anything lor, if u dun wan it's ok...",42,9,0,0,0,yup anyth lor u dun wan ok,0
ham,....photoshop makes my computer shut down.,42,6,0,0,0,photoshop make comput shut,0
ham,"Aight no rush, I'll ask jay",27,6,0,0,0,aight rush ill ask jay,0
ham,Finished class where are you.,29,5,0,0,0,finish class,0
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,139,28,1,1,1,get free mobil video player free movi collect text go free extra film order ts cs appli yr,1
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,158,32,1,1,0,u nokia plu free digit camera u get u win free auction take part send nokia poboxtcrw,1
ham,"Uncle G, just checking up on you. Do have a rewarding month",59,12,0,0,0,uncl g check reward month,0
ham,Yeah sure I'll leave in a min,29,7,0,0,0,yeah sure ill leav min,0
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",142,29,1,0,1,hello news job make wait fifth week yeah im woozl weasel exet still home,0
ham,Dear reached railway. What happen to you,40,7,0,0,0,dear reach railway happen,0
ham,"K, can that happen tonight?",27,5,0,0,0,k happen tonight,0
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,82,20,1,0,0,use soc use home dunno type word ar,0
ham,Printer is cool. I mean groovy. Wine is groovying,49,9,0,0,0,printer cool mean groovi wine groovi,0
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,117,24,0,0,0,time fix spell sometim get complet diff word go figur,0
ham,Po de :-):):-):-):-). No need job aha.,38,7,0,0,0,po de need job aha,0
ham,I'm working technical support :)voice process.,46,6,0,0,0,im work technic support voic process,0
ham,"I'd say that's a good sign but, well, you know my track record at reading women",79,16,0,0,0,id say that good sign well know track record read women,0
ham,"Sorry, I'll call later  &lt;#&gt; mins",38,6,0,0,0,sorri ill call later ltgt min,0
ham,Are you the cutest girl in the world or what,44,10,0,0,0,cutest girl world,0
ham,How much would it cost to hire a hitman,39,9,0,0,0,much would cost hire hitman,0
ham,S:)no competition for him.,26,4,0,0,0,sno competit,0
ham,Yo we are watching a movie on netflix,37,8,0,0,0,yo watch movi netflix,0
ham,U wan 2 haf lunch i'm in da canteen now.,40,10,1,0,0,u wan haf lunch im da canteen,0
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,159,27,1,1,1,gent tri contact last weekend draw show prize guarante call claim code k valid hr ppm,1
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,166,26,1,1,0,gsoh good spam ladiesu could b male gigolo join uk fastest grow men club repli oncal mjzgroup stop repli stop msgrcvd,1
ham,"Alright, I'll head out in a few minutes, text me where to meet you",66,14,0,0,0,alright ill head minut text meet,0
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",157,30,0,0,0,idea guess well work hour suppos leav sinc usual nobodi interest figur shit last second,0
ham,Xy trying smth now. U eat already? We havent...,47,9,0,0,0,xy tri smth u eat alreadi havent,0
ham,Great! I shoot big loads so get ready!,38,8,0,0,2,great shoot big load get readi,0
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",153,22,1,1,2,new mobil must go txt nokia collect todayfrom wwwtcbiz optout gbpmtmsg txtauction,1
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,142,28,0,0,0,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke,0
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),126,25,0,0,1,sell well ton coin sell coin someon thru paypal voila money back life pocket,0
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",73,12,0,0,0,come around ltdecimalgt pm vikkyim otsid nw il come tht time,0
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,166,32,0,0,0,know how anthoni bring money ive school fee pay rent stuff like that need help friend need,0
